ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
76799241,Audio,Prairie Warbler,Setophaga discolor,,"Michael O'Brien",1994-08-28,1994,8,28,625,United States,US-MD-047,Maryland,Worcester,Assateague I. NS--Bayside Campground,38.2072740,-75.1596050,"","Flight Call; Flying",Not Used,"","",,,Marantz PMD222,Sennheiser ME88,,,S19096326,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,3,"",,
76798961,Audio,Prairie Warbler,Setophaga discolor,,"Michael O'Brien",1994-08-16,1994,8,16,0,United States,US-MD-047,Maryland,Worcester,Assateague I. NS--Bayside peninsula,38.2076970,-75.1634746,"","Flight Call; Flying",Not Used,"","",,,Marantz PMD222,Sennheiser ME88,,,S20858516,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,3,"",,
76423111,Audio,Prairie Warbler,Setophaga discolor,,Colby Neuman,2017-11-26,2017,11,26,953,United States,US-FL-021,Florida,Collier,Chokoloskee--Smallwood Store,25.8093473,-81.3595963,"",Call,Not Used,"","",,,iPhone,,,,S40744729,"",,,,,Setophaga discolor,prawar,Species,33643,,2.33,3,"",,
76422771,Audio,Prairie Warbler,Setophaga discolor,,Colby Neuman,2017-11-26,2017,11,26,953,United States,US-FL-021,Florida,Collier,Chokoloskee--Smallwood Store,25.8093473,-81.3595963,"",Call,Not Used,"","",,,iPhone,,,,S40744729,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
74606181,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2017-11-08,2017,11,8,700,United States,US-FL-009,Florida,Brevard,"""Viera"" Ritch Grissom Memorial Wetlands",28.2285770,-80.7604659,"",Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S40375540,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
73975201,Audio,Prairie Warbler,Setophaga discolor,,David Stejskal,2012-05-29,2012,5,29,0,United States,US-AZ-019,Arizona,Pima,Sabino Dam and downstream riparian,32.3131068,-110.8113941,Adult Male,Song,Not Used,"","",,,Sony PCM-M10,built-in,,,S40276813,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
73918021,Audio,Prairie Warbler,Setophaga discolor,,Tim Lenz,2017-08-22,2017,8,22,820,United States,US-NY-109,New York,Tompkins,Stewart Park,42.4607910,-76.5068525,"",Call,Not Used,"","",,,iPhone 6s,,Voice Record Pro,,S38762712,"",,,,"***Stewart Park life bird!!! Third record for the park and first for the fall; with flock at NW corner of swan pen",Setophaga discolor,prawar,Species,33643,,1.50,2,"",,
72847221,Audio,Prairie Warbler,Setophaga discolor,,Marshall Iliff,2017-04-30,2017,4,30,811,United States,US-ME-001,Maine,Androscoggin,Hallowell Rd. powerline (north)),43.9395810,-70.1531970,Adult Male,Song,Not Used,"","",,,iPhone 6SE,,RodeRec LE,,S36415634,"",,,,singing and seen well along powerline,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
72099081,Audio,Prairie Warbler,Setophaga discolor,,Gregory Budney,2008-05-17,2008,5,17,450,United States,US-NJ-009,New Jersey,Cape May,Belleplain SF,39.2354857,-74.8666440,Adult Male,Song,Not Used,"","",,,NAGRA ARES-BB+,Telinga Pro 6,Telinga Parabola 54.7cm/15.5cm (21.5in/6.1in),,S39962659,"",,,Type I song recorded in stereo at 0635hrs.,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
68919671,Audio,Prairie Warbler,Setophaga discolor,,David Simpson,2017-09-14,2017,9,14,1615,United States,US-FL-061,Florida,Indian River,IRCO FELL 03b,27.7591910,-80.6084120,Adult Female,Call,Not Used,"","",,,iPhone 6s Plus R0DE LE app,,,,S39182003,"",,,"Recorded with iPhone 6s Plus R0DE LE app  Edited (normalized, amplified, trimmed) with Audacity software",,Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
68414671,Audio,Prairie Warbler,Setophaga discolor,,Gates Dupont NFC Station,2017-09-08,2017,9,8,2318,United States,US-NY-109,New York,Tompkins,Cornell University--Schoellkopf Field,42.4439496,-76.4785767,"",Flight Call,Unspecified,"","",,,,,,,S39094134,"",,,,NFC 2,Setophaga discolor,prawar,Species,33643,,1.50,2,"",,
68406781,Audio,Prairie Warbler,Setophaga discolor,,Alex Wiebe NFC Station,2017-09-08,2017,9,8,2318,United States,US-NY-109,New York,Tompkins,Cornell University--Schoellkopf Field,42.4439496,-76.4785767,"",Flight Call,Not Used,"","",,,,,,,S39081907,"",,,,NFC 2,Setophaga discolor,prawar,Species,33643,,1.50,2,"",,
68369511,Audio,Prairie Warbler,Setophaga discolor,,Sam Miller  NFC Station,2017-09-07,2017,9,7,2230,United States,US-MD-003,Maryland,Anne Arundel,Home,39.0518705,-76.6983126,"",Flight Call,Not Used,"","",,,,,,,S39081044,"",,,,NFC 1,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
68283911,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2013-01-29,2013,1,29,830,United States,US-CA-073,California,San Diego,Lower Otay Reservoir--south arm & boat ramp,32.6171283,-116.9332807,"",Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S39062541,"",,,wintering vagrant,well reported wintering vagrant seen by many,Setophaga discolor,prawar,Species,33643,,3.00,3,"",,
68212851,Audio,Prairie Warbler,Setophaga discolor,,William Hull,2010-06-08,2010,6,8,0,United States,US-OH-025,Ohio,Clermont,East Fork SP (please use a more specific location),39.0162010,-84.1277008,"",,Unspecified,"","",,,,,,,S39049569,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
67994181,Audio,Prairie Warbler,Setophaga discolor,,Brad Walker,2017-09-04,2017,9,4,656,United States,US-NY-097,New York,Schuyler,Arnot Forest--Irish Hill,42.2774083,-76.6636598,Unknown,Call,Used,"","",,,Nagra Ares BB+,Wildtronics Pro Amplified Mono-Stereo Parabolic Microphone,"Wildtronics 22"" Parabola",,S38992097,"",,,Response to pishing.,,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
67994161,Audio,Prairie Warbler,Setophaga discolor,,Brad Walker,2017-09-04,2017,9,4,656,United States,US-NY-097,New York,Schuyler,Arnot Forest--Irish Hill,42.2774083,-76.6636598,Unknown,Call,Not Used,"","",,,Nagra Ares BB+,Wildtronics Pro Amplified Mono-Stereo Parabolic Microphone,"Wildtronics 22"" Parabola",,S38992097,"",,,"Single high, thin call note.",,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
67335121,Audio,Prairie Warbler,Setophaga discolor,,Sam Miller  NFC Station,2017-08-27,2017,8,27,2200,United States,US-MD-003,Maryland,Anne Arundel,Home,39.0518705,-76.6983126,"",Flight Call,Unspecified,"","",,,,,,,S38881000,"",,,,NFC 1,Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
67166771,Audio,Prairie Warbler,Setophaga discolor,,John Meredig,2017-08-26,2017,8,26,528,United States,US-IN-147,Indiana,Spencer,Lincoln SP,38.1031104,-86.9984409,"",Call,Unspecified,"","",,,,,,,S38835671,"",,,,"Recorded chipping on 200E N of highway. Continuation of white-eyed vireo audio (on which prairie warbler chipping also audible). Also Carolina wren & field sparrow present, cardinal chipping in background.",Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
66982681,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2017-08-25,2017,8,25,645,United States,US-FL-009,Florida,Brevard,"""Viera"" Ritch Grissom Memorial Wetlands",28.2285770,-80.7604659,"",Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38818105,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
66982641,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2017-08-25,2017,8,25,645,United States,US-FL-009,Florida,Brevard,"""Viera"" Ritch Grissom Memorial Wetlands",28.2285770,-80.7604659,"",Flight Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38818105,"",,,,,Setophaga discolor,prawar,Species,33643,,1.33,3,"",,
66896681,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2013-05-23,2013,5,23,545,United States,US-KY-061,Kentucky,Edmonson,Mammoth Cave NP-- Edmonson Co.,37.1976132,-86.1254662,"",Song,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38799804,"",,,,,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
65703461,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2014-05-23,2014,5,23,700,United States,US-FL-087,Florida,Monroe,Saddlebunch Keys,24.5977000,-81.5833800,Adult,Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38575838,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
65703411,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2014-05-23,2014,5,23,700,United States,US-FL-087,Florida,Monroe,Saddlebunch Keys,24.5977000,-81.5833800,Adult,Song,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38575838,"",,,,,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
65637471,Audio,Prairie Warbler,Setophaga discolor,,Jeremy Collison,2017-04-06,2017,4,6,851,United States,US-FL-087,Florida,Monroe,Everglades NP--Flamingo,25.1416000,-80.9255000,Adult Male,Song,Not Used,"","",,,Marantz PMD 661,Sennheiser ME 67,,,S35862326,"",,,9:12 am,,Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
65273091,Audio,Prairie Warbler,Setophaga discolor,,Paul Marvin,2017-08-05,2017,8,5,645,United States,US-FL-095,Florida,Orange,Lake Apopka Wildlife Drive,28.6690476,-81.5612800,"",Call,Not Used,"","",,,Tascam HD-P2 potable recorder,Sennheiser MKH70,,,S38495103,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
64515591,Audio,Prairie Warbler,Setophaga discolor,,Gregory Budney,2000-05-29,2000,5,29,715,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--north (FLLT),42.4339256,-76.3209647,Adult Male,"Mechanical Sound; Song",Not Used,"","",,,HHB PORTADAT PDR 1000,Sennheiser MKH 20,Telinga Parabola 54.7cm/15.5cm (21.5in/6.1in),,S38357862,"",,,Type II song and wing sounds recorded beginning at 0848 and ending at 0952hrs.,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
64515561,Audio,Prairie Warbler,Setophaga discolor,,Gregory Budney,2000-05-29,2000,5,29,715,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--north (FLLT),42.4339256,-76.3209647,Adult Male,"Mechanical Sound; Song",Not Used,"","",,,HHB PORTADAT PDR 1000,Sennheiser MKH 20,Telinga Parabola 54.7cm/15.5cm (21.5in/6.1in),,S38357862,"",,,Type II song and wing sounds recorded at 0830hrs.  Believed to be the same individual as the focal bird in ML64515551.  Second male Prairie Warbler is heard singing Type II song in the background of the first section of this recording.  Note that though this recording is likely the same individual as ML64515551 a different parabolic microphone system was used for this recording.  150 Hz low cut filter used on this archival copy.,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
64515551,Audio,Prairie Warbler,Setophaga discolor,,Gregory Budney,2000-05-29,2000,5,29,715,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--north (FLLT),42.4339256,-76.3209647,Adult Male,Song,Not Used,"","",,,HHB PORTADAT PDR 1000,Sennheiser MKH 40,Roché Parabola 74cm/17.7cm (29.1in/7in),,S38357862,"",,,Type I song recorded at 0745hrs.  150 Hz low cut filter used for archival copy.,,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
64515531,Audio,Prairie Warbler,Setophaga discolor,,Gregory Budney,2000-05-29,2000,5,29,715,United States,US-NY-109,New York,Tompkins,Roy H. Park Preserve--north (FLLT),42.4339256,-76.3209647,Adult Male,Song,Not Used,"","",,,HHB PORTADAT PDR 1000,Sennheiser MKH 40,Roché Parabola 74cm/17.7cm (29.1in/7in),,S38357862,"",,,Type II song recorded at 0730hrs.  150 Hz low cut filter used for archival copy.,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
63602711,Audio,Prairie Warbler,Setophaga discolor,,Carlos Funes,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult,Song,Not Used,"","",,,Marantz PMD 661,Sennheiser ME 62,"Telinga 22"" Parabola",,S37814637,"",,,Single individual singing from the top of Araucaria tree.,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
63602701,Audio,Prairie Warbler,Setophaga discolor,,Carlos Funes,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult,Song,Not Used,"","",,,Marantz PMD 661,Sennheiser ME 62,Sennheiser ME 62,,S37814637,"",,,Single individual singing from the top of Araucaria tree. Same individual.,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
63531681,Audio,Prairie Warbler,Setophaga discolor,,Joseph Fell,2017-07-16,2017,7,16,1630,United States,US-NY-009,New York,Cattaraugus,Hilliker Rd,42.4728313,-78.5680389,"",Song,Unspecified,"","",,,iPhone 7,,,,S38175063,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
63147701,Audio,Prairie Warbler,Setophaga discolor,,Kevin Vande Vusse,2017-07-11,2017,7,11,1010,United States,US-MI-021,Michigan,Berrien,Warren Dunes SP,41.9024285,-86.5982959,Adult Male,Song,Not Used,"","",,,Canon 70D,,,,S38098457,"",,,,Birds singing in dune area in-between trail markers 13 and 14.,Setophaga discolor,prawar,Species,33643,,2.33,3,"",,
62976021,Audio,Prairie Warbler,Setophaga discolor,,Alan Buriak,2017-07-09,2017,7,9,715,United States,US-PA-003,Pennsylvania,Allegheny,Imperial Grasslands--King Rd,40.4485374,-80.3170340,Adult Male,Song,Not Used,"","",,,Samsung Galaxy S6 (RecForge II Pro app),,,,S38045754,"",,,"PRWA song at 0:03 and 0:15, other species include NOCA and EATO","Singing continuously from edge of recently cleared area, bird then moved to some larger trees next to road for great views, with the clearing of the previous breeding area down the road, it seems that this species has pretty much run out of habitat here and is pushed right up against the forest.  Does this shaky video show the last breeding Prairie Warbler in Allegheny County?  <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/8Ba9PsY8DTw"" frameborder=""0""></iframe>",Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
62929611,Audio,Prairie Warbler,Setophaga discolor,,Brian Henderson,2015-05-07,2015,5,7,753,United States,US-PA-091,Pennsylvania,Montgomery,Evansburg SP--Mill Rd. to Rte. 73 (Day Use Area/Lesher),40.1994676,-75.4040945,"",Song,Not Used,"","",,,Canon Powershot SX60,,,,S23286073,"",,,"Other species: Wood Thrush, Gray Catbird, Yellow Warbler.","FOY.  On breeding territory at Lesher Rd, singing their heads off.  <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/TllGU1ZBq3c?rel&#61;0"" frameborder=""0""></iframe>",Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
62895541,Audio,Prairie Warbler,Setophaga discolor,,Damon Haan,2016-06-03,2016,6,3,1703,United States,US-MI-069,Michigan,Iosco,"Lumberman's Monument",44.4349596,-83.6237562,Adult Male,Song,Unspecified,"","",,,,,,,S30059457,"",,,,Continuing,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
62895531,Audio,Prairie Warbler,Setophaga discolor,,Damon Haan,2016-06-03,2016,6,3,1703,United States,US-MI-069,Michigan,Iosco,"Lumberman's Monument",44.4349596,-83.6237562,Adult Male,Song,Unspecified,"","",,,,,,,S30059457,"",,,,Continuing,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
62522901,Audio,Prairie Warbler,Setophaga discolor,,Guillermo Funes,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult,Song,Not Used,"","",,,Roland R-26,Sennheiser ME 62,"Telinga 22"" Parabola",,S37832272,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
62502671,Audio,Prairie Warbler,Setophaga discolor,,Guillermo Funes,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Unknown,Song,Not Used,"","",,,Roland R-26,Sennheiser ME 62,"Telinga 22"" Parabola",,S37832272,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
62382421,Audio,Prairie Warbler,Setophaga discolor,,Glen Chapman,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Unknown,Song,Not Used,"","",,,Roland R-26,Sennheiser ME 62,"Telinga 22"" Parabola",,S37707758,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
62354061,Audio,Prairie Warbler,Setophaga discolor,,Steve Kelling,2017-07-01,2017,7,1,838,United States,US-NY-109,New York,Tompkins,"Boyer Creek Farm, Caroline",42.3432727,-76.2994856,Adult Male,Song,Not Used,"","",,,Marantz PMD 661 MK II,Sennheiser ME67/K6 - Spot Shotgun Mic Caps,Rycote Standard Hole Softie with Mount and Pistol Grip,,S37901995,"",,,"Male singing from several perches in Christmas tree plantation. Other birds: Purple Finch, American Goldfinch, Red-eyed Vireo, Song Sparrow, Common Yellowthroat, Indigo Bunting, Eastern Towhee",,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
62282641,Audio,Prairie Warbler,Setophaga discolor,,Roseanna Denton,2017-06-30,2017,6,30,859,United States,US-KY-199,Kentucky,Pulaski,Bee Rock DBNF (Pulaski Co.),37.0279549,-84.3179404,"",Song,Not Used,"","",,,iphone 6,,,,S37887807,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
62211531,Audio,Prairie Warbler,Setophaga discolor,,Julianne Warren,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Unknown,Song,Not Used,"","",,,Marantz PMD 661,shotgun Sennheiser ME 67,,,S37677606,"",,,"recorded w/ low cut filter, grove of spruce in old field, 8:40am, 70ish F, part clouds, breezy, followed bird as seen moving around tops of trees, also song sparrow chipping, redwing blackbirds...",Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
62175391,Audio,Prairie Warbler,Setophaga discolor,,Andrew S. Aldrich,2017-06-22,2017,6,22,927,United States,US-IL-031,Illinois,Cook,Little Red Schoolhouse Nature Center,41.7091550,-87.8770047,"",,Unspecified,"","",,,,,,,S37737474,"",,,,Continuing.  Rising thin buzzy song.  Recorded.,Setophaga discolor,prawar,Species,33643,,2.00,2,,,
62031671,Audio,Prairie Warbler,Setophaga discolor,,Dave Slager,2017-06-11,2017,6,11,605,United States,US-MI-005,Michigan,Allegan,Oval Beach,42.6640086,-86.2162399,"",Song,Not Used,"","",,,iPod touch 5th generation,,,,S37542063,"",,,,Singing and seen in foredune area just S of Oval Beach property.  Recordings.,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
62008991,Audio,Prairie Warbler,Setophaga discolor,,Jay McGowan,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult Male,Song,Not Used,"","",,,Marantz PMD 661,Sennheiser ME 67,,,S37670613,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
61987661,Audio,Prairie Warbler,Setophaga discolor,,Jeff Wells,2017-06-25,2017,6,25,1800,United States,US-ME-015,Maine,Lincoln,"Old gravel pit-Palmer Rd, Whitefield US-ME (44.1301,-69.6481)",44.1301490,-69.6480820,Adult Male,Song,Used,"","",,,iPhone,internal mic,,,S37799978,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
61900571,Audio,Prairie Warbler,Setophaga discolor,,Jon Evans,2017-06-25,2017,6,25,1157,United States,US-IL-031,Illinois,Cook,Little Red Schoolhouse Nature Center,41.7091550,-87.8770047,"",Song,Not Used,"","",,,iPhone,,,,S37795077,"",,,PAWA,Yellow warbler with heavy dark streaking on sides reddish on the back.,Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
61855391,Audio,Prairie Warbler,Setophaga discolor,,Max McCarthy,2017-06-20,2017,6,20,1305,United States,US-MD-031,Maryland,Montgomery,Little Bennett RP--Kingsley Trail,39.2639464,-77.2757549,"",,Unspecified,"","",,,,,,,S37702496,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,,,
61827261,Audio,Prairie Warbler,Setophaga discolor,,John van Dort,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,"",Song,Not Used,"","",,,Marantz PMD 661,Sennheiser ME 62,"Telinga 22"" Parabola",,S37677490,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
61695501,Audio,Prairie Warbler,Setophaga discolor,,Davida Kalina,2017-06-22,2017,6,22,1036,United States,US-IL-031,Illinois,Cook,Little Red Schoolhouse Nature Center,41.7091550,-87.8770047,Adult Male,Song,Not Used,"","",,,Motorola Droid Turbo 2,,,,S37738012,"",,,"Male singing twice (near beginning and end of clip), with plenty of background noise","Continuing, heard singing repeatedly, audio recorded",Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
61672421,Audio,Prairie Warbler,Setophaga discolor,,Ramit Singal,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult,Song,Not Used,"","",,,Tascam DR40,Sennheiser MKH 20,"Telinga 22"" parabola",,S37674377,"",,,2 separate recordings of the same bird at 0615hrs.,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
61632041,Audio,Prairie Warbler,Setophaga discolor,,Tom Baumgart,2017-06-21,2017,6,21,816,United States,US-MI-021,Michigan,Berrien,Warren Dunes SP,41.9024285,-86.5982959,"",,Unspecified,"","",,,,,,,S37720893,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,,,
61549171,Audio,Prairie Warbler,Setophaga discolor,,Dave Slager,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,"",Song,Not Used,"","",,,Marantz PMD661,Sennheiser ME62,"Telinga 22"" Parabola",,S37685614,"",,,Natural song from seen bird at 8:06am. Highpass filter 250 Hz in Adobe Audition. Different individual from ML61549061,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
61549061,Audio,Prairie Warbler,Setophaga discolor,,Dave Slager,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,"",Song,Not Used,"","",,,Marantz PMD661,Sennheiser ME62,"Telinga 22"" Parabola",,S37685614,"",,,Natural song from seen bird at 6:49am. Highpass filter 250 Hz in Adobe Audition. Different individual from ML61549171,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
61544241,Audio,Prairie Warbler,Setophaga discolor,,Jay McGowan,2017-05-18,2017,5,18,706,United States,US-NY-109,New York,Tompkins,Lindsay-Parsons Biodiversity Preserve (FLLT),42.3101677,-76.5216895,Adult Male,Song,Not Used,"","",,,Marantz PMD 661,Telinga Pro 6,"Telinga 22"" Parabola",,S36956025,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
61519891,Audio,Prairie Warbler,Setophaga discolor,,Fabricio C. Gorleri,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult Male,Song,Not Used,"","",,,Marantz PMD661,Parabola Telinga 22,,,S37671720,"",,,,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
61519881,Audio,Prairie Warbler,Setophaga discolor,,Fabricio C. Gorleri,2017-06-18,2017,6,18,555,United States,US-NY-097,New York,Schuyler,Arnot Forest (Schuyler Co.),42.2831722,-76.6559494,Adult Male,Song,Not Used,"","",,,Marantz PMD661,,Parabola Telinga 22,,S37671720,"",,,Short cut,Singing in Irish Hill field,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
61311911,Audio,Prairie Warbler,Setophaga discolor,,Manuel Morales,2017-06-17,2017,6,17,930,United States,US-MA-003,Massachusetts,Berkshire,Taconic Trail SP,42.7117584,-73.2501872,Adult Male,Song,Not Used,"","",,,TASCAM DR-100,,,,S37639682,"",,,,,Setophaga discolor,prawar,Species,33643,,3.50,4,"",,
61284231,Audio,Prairie Warbler,Setophaga discolor,,Bates Estabrooks,2017-06-17,2017,6,17,715,United States,US-TN-001,Tennessee,Anderson,Coal County Rd.--Cross Mt. Summit,36.1975512,-84.2294633,"",Song,Not Used,"","",,,,,,,S37640422,"",,,Three heard.  Two in this recording.,,Setophaga discolor,prawar,Species,33643,,3.00,3,"",,
61272281,Audio,Prairie Warbler,Setophaga discolor,,Colin Sumrall,2017-06-16,2017,6,16,735,United States,US-TN-093,Tennessee,Knox,Forks of the River WMA,35.9567971,-83.8484901,"",,Unspecified,"","",,,,,,,S37619713,"",,,,,Setophaga discolor,prawar,Species,33643,,4.67,3,,,
61231881,Audio,Prairie Warbler,Setophaga discolor,,Daniel Lane,2017-06-14,2017,6,14,743,United States,US-LA-091,Louisiana,St. Helena,Museum Rd near Archie Kilcreese Rd,30.8838840,-90.7125560,Adult Male,"Call; Song",Used,"","",,,,,,,S37612998,"",,,,,Setophaga discolor,prawar,Species,33643,,2.50,2,"",,
61231861,Audio,Prairie Warbler,Setophaga discolor,,Daniel Lane,2017-06-14,2017,6,14,743,United States,US-LA-091,Louisiana,St. Helena,Museum Rd near Archie Kilcreese Rd,30.8838840,-90.7125560,"","Call; Song",Used,"","",,,,,,,S37612998,"",,,Begging calls from young and some songs from presumed male of family.,,Setophaga discolor,prawar,Species,33643,,3.00,3,"",,
61141991,Audio,Prairie Warbler,Setophaga discolor,,Isaac  Denzer,2017-06-04,2017,6,4,1058,United States,US-NH-019,New Hampshire,Sullivan,"Moody Park, Claremont",43.3600089,-72.3684454,Adult Male,Song,Not Used,"","",,,,,,,S37379067,"",,,,"Singing, pics.",Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
61131921,Audio,Prairie Warbler,Setophaga discolor,,John Meredig,2017-06-15,2017,6,15,501,United States,US-IN-173,Indiana,Warrick,Gander Road,38.1053217,-87.4443698,"",,Unspecified,"","",,,,,,,S37602632,"",,,,Recorded on lower end of Gander Cem. Rd. at 7:39.,Setophaga discolor,prawar,Species,33643,,3.00,2,,,
60938711,Audio,Prairie Warbler,Setophaga discolor,,Simon Boivin,2017-06-09,2017,6,9,1340,Canada,CA-QC-CT,Quebec,Coaticook,Sentier Nature Tomifobia--Secteur Curtis,45.0943250,-72.0910000,"",,Unspecified,"","",,,,,,,S37540374,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
